from;to;tipo;cite
br-tribunal-regional-do-trabalho-da-17a-regiao-es;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-18a-regiao-go;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-19a-regiao-al;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-2a-regiao-sp;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-5a-regiao-ba;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-7a-regiao-ce;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-8a-regiao-pa-e-ap;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-9a-regiao-pr;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-12a-regiao-sc;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-14a-regiao-ro-e-ac;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-15a-regiao-campinas-sp;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-16a-regiao-ma;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-20a-regiao-se;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-21a-regiao-rn;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-22a-regiao-pi;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-23a-regiao-mt;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-do-trabalho-da-24a-regiao-ms;br-tribunais-regionais-do-trabalho;integra;Constituição Federal 1988
br-tribunal-regional-eleitoral-do-maranhao;br-tribunais-regionais-eleitorais;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-para;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-de-roraima;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-tocantins;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-amazonas;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-maranhao;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-amapa;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-acre;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-piaui;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-distrito-federal;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-do-mato-grosso;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-de-rondonia;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-da-bahia;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-secao-judiciaria-estado-de-goias;br-tribunal-regional-federal-da-1a-regiao;integra;SIORG (ato normativo não informado)
br-tribunal-regional-eleitoral-de-rondonia;br-tribunais-regionais-eleitorais;integra;SIORG (ato normativo não informado)
br-tribunal-regional-eleitoral-de-sao-paulo;br-tribunais-regionais-eleitorais;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-desenvolvimento-industrial;br-presidencia-da-republica;integra;SIORG (ato normativo não informado)
br-conselho-de-participacao-social-da-presidencia-da-republica;br-presidencia-da-republica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-seguranca-alimentar-e-nutricional;br-presidencia-da-republica;integra;SIORG (ato normativo não informado)
br-conselho-da-ordem-nacional-do-merito-cientifico;br-presidencia-da-republica;integra;SIORG (ato normativo não informado)
br-comite-gestor-da-seguranca-da-informacao;br-gabinete-de-seguranca-institucional;integra;SIORG (ato normativo não informado)
br-camara-de-relacoes-exteriores-e-defesa-nacional;br-gabinete-de-seguranca-institucional;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-programa-pe-de-meia;br-ministerio-da-educacao;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-alfabetizacao-e-educacao-de-jovens-e-adultos;br-ministerio-da-educacao;integra;SIORG (ato normativo não informado)
br-comite-executivo-da-estrategia-nacional-de-escolas-conectadas;br-ministerio-da-educacao;integra;SIORG (ato normativo não informado)
br-comite-gestor-de-protecao-de-dados-pessoais;br-ministerio-das-relacoes-exteriores;integra;SIORG (ato normativo não informado)
br-comissao-nacional-para-difusao-e-implementacao-do-direito-internacional-humanitario;br-ministerio-das-relacoes-exteriores;integra;SIORG (ato normativo não informado)
br-comite-gestor-da-estrategia-e-saude;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comite-nacional-de-plantas-medicinais-e-fitoterapicos;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-incorporacao-de-tecnologias-no-sistema-unico-de-saude;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comissao-nacional-para-implementacao-da-convencao-quadro-sobre-controle-do-uso-do-tabaco-e-de-seus-protocolos;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comite-gestor-da-politica-nacional-de-prevencao-da-automutilacao-e-do-suicidio;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comite-deliberativo-das-parcerias-para-o-desenvolvimento-produtivo;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comite-de-implementacao-do-programa-nacional-de-seguranca-do-paciente;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comite-interministerial-para-a-eliminacao-da-tuberculose-e-de-outras-doencas-determinadas-socialmente;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-comite-tecnico-interministerial-de-saude-da-populacao-negra;br-ministerio-da-saude;integra;SIORG (ato normativo não informado)
br-conselho-nacional-da-amazonia-legal;br-vice-presidencia-da-republica;integra;SIORG (ato normativo não informado)
br-comite-nacional-das-zonas-umidas;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-camara-interministerial-de-combate-a-desertificacao;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-seguranca-quimica;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-florestas;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-conselho-nacional-dos-povos-e-comunidades-tradicionais;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-nacional-para-redd;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-conselho-deliberativo-do-fundo-nacional-do-meio-ambiente;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comite-nacional-de-manejo-integrado-do-fogo;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-biodiversidade;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-mudanca-do-clima;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-programa-bolsa-verde;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-combate-a-desertificacao;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-fundo-nacional-sobre-mudanca-do-clima;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-nacional-para-recuperacao-da-vegetacao-nativa;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-fundo-nacional-para-a-reparticao-de-beneficios;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;SIORG (ato normativo não informado)
br-comissao-memoria-dos-presidentes-da-republica;br-gabinete-pessoal-do-presidente-da-republica;integra;SIORG (ato normativo não informado)
br-comite-interministerial-sobre-a-mudanca-do-clima-e-o-crescimento-verde;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-interministerial-de-governanca;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comissao-interministerial-de-qualificacao-profis-emprego-e-inclu-socioe-do-prog-de-aceler-do-crescimento;br-casa-civil;integra;SIORG (ato normativo não informado)
br-conselho-nacional-para-a-30a-conferencia-das-partes-da-convencao-quadro-das-nacoes-unidas-mudanca-do-clima;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comissao-de-etica-dos-agentes-publicos-da-presidencia-e-da-vice-presidencia-da-republica;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-intersetorial-da-politica-nacional-integrada-para-a-primeira-infancia;br-casa-civil;integra;SIORG (ato normativo não informado)
br-conselho-interministerial-do-plano-brasil-soberano;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-programa-de-aceleracao-do-crescimento;br-casa-civil;integra;SIORG (ato normativo não informado)
br-conselho-interministerial-do-paar;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-gestor-especifico-p-as-linhas-de-finan-p-renov-da-frota-e-p-infra-do-transporte-urbano-individual;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-gestor-da-infraestrutura-de-chaves-publicas-brasileira-icp-brasil;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-fundo-nacional-de-investimento-em-infraestrutura-social;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-interministerial-sobre-mudanca-do-clima;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comissao-interministerial-de-inovacoes-e-aquisicoes-do-programa-de-aceleracao-do-crescimento;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-interministerial-de-planejamento-da-infraestrutura;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-federal-de-assistencia-emergencial;br-casa-civil;integra;SIORG (ato normativo não informado)
br-camara-executiva-federal-de-identificacao-do-cidadao;br-casa-civil;integra;SIORG (ato normativo não informado)
br-conselho-deliberativo-do-fundo-social;br-casa-civil;integra;SIORG (ato normativo não informado)
br-conselho-do-programa-nacional-de-incentivo-ao-voluntariado;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-de-governanca-digital-e-seguranca-da-informacao-da-presidencia-da-republica;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-interministerial-para-a-transformacao-digital;br-casa-civil;integra;SIORG (ato normativo não informado)
br-comite-da-politica-nacional-de-biocombustiveis;br-ministerio-de-minas-e-energia;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-programa-nacional-do-hidrogenio;br-ministerio-de-minas-e-energia;integra;SIORG (ato normativo não informado)
br-comite-gestor-de-indicadores-e-niveis-de-eficiencia-energetica;br-ministerio-de-minas-e-energia;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-pro-amazonia-legal;br-ministerio-de-minas-e-energia;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-politica-mineral;br-ministerio-de-minas-e-energia;integra;SIORG (ato normativo não informado)
br-comite-gestor-de-eficiencia-energetica;br-ministerio-de-minas-e-energia;integra;SIORG (ato normativo não informado)
br-conselho-deliberativo-do-sistema-de-protecao-da-amazonia;br-ministerio-da-defesa;integra;SIORG (ato normativo não informado)
br-comite-de-patrocinios-do-sistema-de-comunicacao-de-governo-do-poder-executivo-federal;br-secretaria-de-relacoes-institucionais;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-turismo;br-ministerio-do-turismo;integra;SIORG (ato normativo não informado)
br-comite-interministerial-de-facilitacao-turistica;br-ministerio-do-turismo;integra;SIORG (ato normativo não informado)
br-comite-consultivo-do-cadastro-nacional-dos-prestadores-de-servicos-turisticos;br-ministerio-do-turismo;integra;SIORG (ato normativo não informado)
br-comite-interministerial-de-gestao-turistica-do-patrimonio-mundial;br-ministerio-do-turismo;integra;SIORG (ato normativo não informado)
br-comite-interministerial-de-governo-aberto;br-controladoria-geral-da-uniao;integra;SIORG (ato normativo não informado)
br-comite-interministerial-de-combate-a-corrupcao;br-controladoria-geral-da-uniao;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-secretarios-de-estado-de-justica-cidadania-direitos-humanos-e-administra-penitenciaria;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-comissao-nacional-de-seguranca-publica-nos-portos-terminais-e-vias-navegaveis;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-gestor-do-fundo-nacional-de-seguranca-publica;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-defesa-do-consumidor;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-comite-gestor-dos-planos-de-enfrentamento-da-covid-19-para-os-povos-indigenas;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-combate-a-pirataria-e-delitos-contra-a-propriedade-intelectual;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-politicas-sobre-drogas;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-gestor-do-sinesp;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-comite-gestor-da-rede-integrada-de-bancos-de-perfis-geneticos;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-seguranca-publica-e-defesa-social;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-secretarios-de-seguranca-publica;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-politicas-sobre-recuperacao-de-ativos;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-imigracao;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-plano-amazonia-seguranca-e-soberania-plano-amas;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-comite-gestor-da-politica-nacional-de-repressao-ao-furto-e-roubo-de-veiculos-e-cargas;br-ministerio-da-justica-e-seguranca-publica;integra;SIORG (ato normativo não informado)
br-conselho-gestor-do-fundo-de-universalizacao-dos-servicos-de-telecomunicacoes;br-ministerio-das-comunicacoes;integra;SIORG (ato normativo não informado)
br-conselho-gestor-do-fundo-para-o-desenvolvimento-tecnologico-das-telecomunicacoes-funttel;br-ministerio-das-comunicacoes;integra;SIORG (ato normativo não informado)
br-comite-gestor-do-programa-amazonia-integrada-sustentavel;br-ministerio-das-comunicacoes;integra;SIORG (ato normativo não informado)
br-comite-de-coordenacao-do-fundo-nacional-de-desenvolvimento-cientifico-e-tecnologico;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-informatica-e-automacao;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-comite-nacional-de-pesquisas-antarticas;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-conselho-diretor-do-fundo-nacional-de-desenvolvimento-cientifico-e-tecnologico;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-comissao-tecnica-nacional-de-biosseguranca;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-ciencia-e-tecnologia;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-comissao-interministerial-de-controle-de-exportacao-de-bens-sensiveis;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-comite-nacional-de-pesquisas-antartidas;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-conselho-nacional-de-controle-de-experimentacao-animal;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-comite-gestor-de-materiais-avancados;br-ministerio-da-ciencia-tecnologia-e-inovacao;integra;SIORG (ato normativo não informado)
br-conselho-estrategico-do-programa-nacional-de-bioinsumos;br-ministerio-da-agricultura-e-pecuaria;integra;SIORG (ato normativo não informado)
br-comissao-executiva-nacional-do-plano-set-p-adaptacao-a-mud-do-clima-e-baixa-emi-de-carbono-na-agropecuaria;br-ministerio-da-agricultura-e-pecuaria;integra;SIORG (ato normativo não informado)
